ID,SMILES,DATASET,HBA,HBD,LOGP,TPSA,MW,CSP3,HEAVY,RING,HETATOMS,ROTBONDS,CARBOALICYCLIC,HETEROALICYCLIC,CARBOAROMATIC,HETEROAROMATIC,AROMATIC,ACID_ATOMS,AROM_ATOMS,BASIC_ATOMS,BROMINE,CHLORINE,FLUORINE,IODINE,NITROGEN,OXYGEN,PHOSPHORUS,FRACROTBOND,CHIRALCENTERS,HALOGEN
10377.0,S(=O)(=O)(Oc1cc(O)c2C(=O)C=C(c3ccc(OS(=O)(=O)O)cc3)Oc2c1)O,NAPROC-13,9,3,1.5288,177.64,430.36801,0.0,28,3,13,5,0,0,2,1,3,0,12,0,0,0,0,0,0,11,0,0.16666667,0,0
10378.0,S(=O)(=O)(Oc1c(O)cc(C=2Oc3c(c(O)cc(OS(=O)(=O)O)c3)C(=O)C=2)cc1)O,NAPROC-13,10,4,1.2344,197.87,446.367,0.0,29,3,14,5,0,0,2,1,3,0,12,0,0,0,0,0,0,12,0,0.16129032,0,0
10379.0,O(C)C1=C(c2cc3OCOc3cc2)Oc2c3c(occ3)ccc2C1=O,NAPROC-13,6,0,3.9435,71.040001,336.29901,0.10526316,25,5,6,2,0,1,2,2,4,0,15,0,0,0,0,0,0,6,0,0.068965517,0,0
10380.0,O(C)c1c2C(=O)C(OC)=C(c3ccccc3)Oc2cc2OCOc12,NAPROC-13,6,0,3.2059,67.129997,326.30399,0.16666667,24,4,6,3,0,1,2,1,3,0,12,0,0,0,0,0,0,6,0,0.11111111,0,0
10381.0,O(C)C1=C(c2cc3OCOc3cc2)Oc2c(c(O)cc(O)c2)C1=O,NAPROC-13,7,2,2.6085,98.360001,328.276,0.11764706,24,4,7,2,0,1,2,1,3,0,12,0,0,0,0,0,0,7,0,0.074074075,0,0
10382.0,O(C)c1c2C(=O)C(OC)=C(c3cc4OCOc4cc3)Oc2cc(OC)c1,NAPROC-13,7,0,3.2145,76.360001,356.32999,0.21052632,26,4,7,4,0,1,2,1,3,0,12,0,0,0,0,0,0,7,0,0.13793103,0,0
10383.0,O(C)c1cc(O)c2C(=O)C(OC)=C(c3cc4OCOc4cc3)Oc2c1,NAPROC-13,7,1,2.9115,87.360001,342.30301,0.16666667,25,4,7,3,0,1,2,1,3,0,12,0,0,0,0,0,0,7,0,0.10714286,0,0
10384.0,O(C)c1c(O)c2C(=O)C(OC)=C(c3cc4OCOc4cc3)Oc2cc1OC,NAPROC-13,8,1,2.9201,96.589996,372.32901,0.21052632,27,4,8,4,0,1,2,1,3,0,12,0,0,0,0,0,0,8,0,0.13333334,0,0
10385.0,O(C)c1c(OC)c2C(=O)C(OC)=C(c3cc4OCOc4cc3)Oc2cc1OC,NAPROC-13,8,0,3.2230999,85.589996,386.35599,0.25,28,4,8,5,0,1,2,1,3,0,12,0,0,0,0,0,0,8,0,0.16129032,0,0
10386.0,O(C)C1=C(c2cc3OCOc3cc2)Oc2c(c(O)c3OCOc3c2)C1=O,NAPROC-13,8,1,2.6315999,96.589996,356.28601,0.16666667,26,5,8,2,0,2,2,1,3,0,12,0,0,0,0,0,0,8,0,0.06666667,0,0
10387.0,O(C)c1c2C(=O)C(OC)=C(c3cc4OCOc4cc3)Oc2cc2OCOc12,NAPROC-13,8,0,2.9346001,85.589996,370.31299,0.21052632,27,5,8,3,0,2,2,1,3,0,12,0,0,0,0,0,0,8,0,0.096774191,0,0
10388.0,O(C)c1c(O)cc2OC=C(c3ccc(O)cc3)C(=O)c2c1,NAPROC-13,5,2,2.8798001,79.900002,284.267,0.0625,21,3,5,2,0,0,2,1,3,0,12,0,0,0,0,0,0,5,0,0.086956523,0,0
10389.0,O(C)c1c(O)c2C(=O)C(c3ccc(O)cc3)=COc2cc1O[C@]1[C@](O)[C@@](O)[C@](O)[C@@](CO)O1,NAPROC-13,11,6,0.058499999,179.28,462.40701,0.31818181,33,4,11,5,0,1,2,1,3,0,12,0,0,0,0,0,0,11,0,0.1388889,5,0
