ID,Solvent,SMILES,HBA,HBD,LOGP,TPSA,MW,CSP3,HEAVY,RING,HETATOMS,ROTBONDS,CARBOALICYCLIC,HETEROALICYCLIC,CARBOAROMATIC,HETEROAROMATIC,AROMATIC,a_acid,a_aro,a_base,a_nBr,a_nCl,a_nF,a_nI,a_nN,a_nO,a_nP,b_rotR,chiral
5741,C,O=C1C(C)[C@@]2(C)C(C=C1)=CC[C@@]([C@@](O)(CO)C)C2,3,2,1.8474,57.529999,250.338,0.66666669,18,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.10526316,4
5742,C,OC(CO)(C)[C@]1C[C@@]2(C)[C@](C)[C@@](O)C=CC2=CC1,3,3,1.6392,60.689999,252.354,0.73333335,18,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.10526316,5
5743,C,O=C1C(C)[C@]2[C@](C)(C=C1)CC[C@@](C(O)(CO)C)C2,3,2,1.9273,57.529999,252.354,0.80000001,18,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.10526316,5
5744,C,O=C(O[C@@]1[C@](C)[C@@]2(C)C(OC(=O)C)C3=C(C)C(=O)O[C@@]3(O)C[C@@]32O[C@@]3C1)C(=CC)C,8,1,1.9454,111.66,420.45801,0.68181819,30,4,8,3,2,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0.15151516,7
5745,C,O=C(O[C@@]1[C@](C)[C@@]2(C)C(=O)C3[C@@](O)(OC(=O)C3C)C[C@@]32O[C@@]3C1)C(=CC)C,7,1,1.5186,102.43,378.42099,0.75,27,4,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0.1,8
5746,C,O=C(O[C@@]1[C@](C)[C@@]2(C)C(=O)C3[C@@](OCC)(OC(=O)C3C)C[C@@]32O[C@@]3C1)C(=CC)C,7,0,2.5627999,91.43,406.47501,0.77272725,29,4,7,4,2,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0.15625,8
5747,C,O=C(O[C@@]1[C@](C)[C@]2(C)[C@@]3(O[C@@]3C1)C[C@]1(O)OC(=O)C(C)=C1C2)C(=CC)C,6,1,2.4038,85.360001,362.422,0.69999999,26,4,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0.10344828,6
5748,D,OC(C)(C)[C@]1C[C@@]2(C)[C@](C)CCC=C2CC1,1,1,3.9200001,20.23,222.37199,0.86666667,16,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05882353,3
5749,D,CC1(C)O[C@@]23[C@](C)([C@](C)CC=C2)C[C@]1CC3,1,0,3.9363999,9.2299995,220.356,0.86666667,16,4,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
5750,D,OC(C)(C)[C@]1C[C@@]2(C)[C@](C)CC=CC2=CC1,1,1,3.6960001,20.23,220.356,0.73333335,16,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05882353,3
5751,D,O=C1C2[C@](C)([C@](C)CC1)C[C@](C(O)(C)C)CC2,2,1,3.1789,37.299999,238.371,0.93333334,17,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.055555556,4
5752,D,OC(C)(C)[C@]1C[C@@]2(C)[C@](C)CC[C@](O)[C@@]2CC1,2,2,2.9707,40.459999,240.38699,1,17,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.055555556,5
5753,D,OC(C)(C)[C@]1C[C@]2(C)[C@](O)([C@@](O)CC[C@]2C)CC1,3,3,2.0855999,60.689999,256.38599,1,18,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.052631579,5
5754,D,O=C1[C@@]2(O)[C@](C)([C@](C)CC1)C[C@](C(O)(C)C)CC2,3,2,2.2938001,57.529999,254.37,0.93333334,18,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.052631579,4
5758,C,O=C(O[C@@]1[C@](C)[C@]2(C)C(=CC1)Cc1occ(C)c1C2)CC(C)C,3,0,4.6170201,39.439999,316.44101,0.64999998,23,3,3,3,2,0,0,1,1,0,5,0,0,0,0,0,0,3,0,0.16,3
5759,C,O=C(O[C@@]1[C@](C)[C@]2(C)C(=CC1)Cc1occ(C)c1C2)C(=CC)C,3,0,4.5371199,39.439999,314.42499,0.55000001,23,3,3,2,2,0,0,1,1,0,5,0,0,0,0,0,0,3,0,0.12,3
5760,C,O=C(O[C@@]1[C@](C)[C@]2(C)C(=CC1)Cc1occ(C)c1C2)C=C(C)C,3,0,4.5371199,39.439999,314.42499,0.55000001,23,3,3,2,2,0,0,1,1,0,5,0,0,0,0,0,0,3,0,0.12,3
5761,C,O[C@@]1[C@](C)[C@]2(C)C(=CC1)Cc1occ(C)c1C2,2,1,3.02002,33.369999,232.323,0.60000002,17,3,2,0,2,0,0,1,1,0,5,0,0,0,0,0,0,2,0,0,3
5762,C,O=C1C(C)[C@]2(C)C(=CC1)Cc1occ(C)c1C2,2,0,3.22822,30.209999,230.30701,0.53333336,17,3,2,0,2,0,0,1,1,0,5,0,0,0,0,0,0,2,0,0,2
5764,C,O(C)[C@]12O[C@](OC)C(C)=C1C[C@]1(C)C(C)C(=O)CC=C1C2,4,0,2.9837,44.759998,292.375,0.70588237,21,3,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0.086956523,4
5766,C,O(C)[C@]12OC(=O)C(C)C1=C[C@]1(C)C(C)C(=O)CC=C1C2,4,0,2.3936999,52.599998,276.332,0.625,20,3,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0.045454547,4
5767,C,O=C1C(C)=C2[C@](O)(O1)CC=1[C@@](C)(C(C)C(=O)CC=1)C2,4,1,1.8837,63.599998,262.30499,0.60000002,19,3,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3
5768,C,O=C1C(C)[C@]2(C)C(=CC1)Cc1oc(O)c(C)c1C2,3,1,2.93382,50.439999,246.306,0.53333336,18,3,3,0,2,0,0,1,1,0,5,0,0,0,0,0,0,3,0,0,2
5769,C,O(C)[C@]12NC(=O)C(C)C1=C[C@]1(C)C(C)C(=O)CC=C1C2,3,1,1.9667,55.400002,275.34799,0.625,20,3,4,1,2,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0.045454547,4
5770,C,O(C)[C@]12OC(=O)C(C)C1=C[C@]1(C)[C@@](C)CC[C@@]3O[C@]13C2,4,0,2.4259,48.060001,278.34799,0.8125,20,4,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0.043478262,6
5771,C,C(=C)(C)[C@@]1C[C@]2(C)[C@@](C)CCCC2=CC1,0,0,4.7252002,0,204.35699,0.73333335,15,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,3
5772,C,O(C)C=1[C@@]2(C)[C@@](O)(C[C@]3(O)OC(=O)C(C)C=13)CCC[C@@]2C,5,2,1.7295001,75.989998,296.36301,0.8125,21,3,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0.043478262,5
5773,C,O=C(O[C@@]1[C@](C)[C@@]2(C)C(OC)=C3[C@@](O)(OC(=O)C3C)C[C@@]2(O)CC1)C,7,2,1.2711,102.29,354.39899,0.77777779,25,3,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0.11111111,6
5774,C,O=C(O[C@@]1[C@](C)[C@]2(C)[C@@](O)(C[C@]3(O)OC(=O)C(C)=C3C2OC)CC1)C(=CC)C,7,2,2.0123,102.29,394.46399,0.71428573,28,3,7,3,2,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0.13333334,6
5775,C,O=C(O[C@@]1[C@](C)[C@@]2(C)C(OC)=C3[C@@](O)(OC(=O)C3C)C[C@@]2(O)CC1)CC(C)C,7,2,2.2973001,102.29,396.48001,0.80952382,28,3,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0.16666667,6
5776,C,O(C)C=1[C@]2(C)[C@@](C)CCCC2=C[C@]2(O)OC(=O)C(C)C=12,4,1,2.5346999,55.759998,278.34799,0.6875,20,3,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0.045454547,4
5777,C,O=C(O)C(C)=C1C(=O)C=C2[C@@](C)([C@@](C)CCC2)C1,2,1,3.1129999,54.369999,248.32201,0.60000002,18,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.052631579,2
5778,C,O=C(O)C(C)=C1C(=O)CC=2[C@@](C)([C@@](C)[C@@](OC(=O)C)CC=2)C1,4,1,2.6545999,80.669998,306.358,0.58823532,22,2,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.13043478,3
5779,C,O=C(O[C@@]1[C@](C)[C@]2(C)C(=CC1)CC(=O)C(=C(C(=O)O)C)C2)C(=CC)C,4,1,3.6008999,80.669998,346.423,0.55000001,25,2,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.15384616,3
5780,C,O=C(O)C(C)=C1C(=O)C=C2[C@@](C)([C@@](C)[C@@](OC(=O)CC(C)C)CC2)C1,4,1,3.6808,80.669998,348.439,0.64999998,25,2,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.1923077,3
5781,C,O=C(O[C@]1[C@@]2(O)OC(=O)C(C)C2=C[C@]2(C)[C@@](C)[C@@](OC(=O)C)C[C@]3O[C@@]123)C(=CC)C,8,1,1.8013,111.66,420.45801,0.68181819,30,4,8,3,2,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0.15151516,8
5782,C,O=C(O[C@@]1[C@](C)[C@]2(C)[C@@]3(O[C@@]3C1)C[C@@]1(O)OC(=O)C(C)=C1C2)C=C(C)C,6,1,2.4038,85.360001,362.422,0.69999999,26,4,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0.10344828,6
5783,C,O=C(OC=1[C@]2(C)[C@@](C)CCC=C2C[C@@]2(O)OC(=O)C(C)C=12)C(=CC)C,5,1,3.3977001,72.830002,346.423,0.60000002,25,3,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0.11111111,4
5784,C,O=C(OC=1[C@]2(C)[C@@](C)CCC(=O)C2=C[C@@]2(O)OC(=O)C(C)C=12)C=C(C)C,6,1,2.5767,89.900002,360.40601,0.55000001,26,3,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0.10714286,4
5785,C,O=C(O[C@@]1C(C(=O)C)[C@]2[C@](C(C)C)[C@](OC(=O)[C@]3(C)[C@](C)O3)CC(=C)[C@@]2C1)C(=CC)C,6,0,4.027,82.199997,432.55701,0.72000003,31,3,6,6,2,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0.24242425,8
5786,C,O=C(O[C@@]1C(C(=O)C)[C@]2[C@](C(C)C)[C@](OC(=O)C)CC(=C)[C@@]2C1)C(=CC)C,5,0,3.8694999,69.669998,376.49301,0.68181819,27,2,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.25,6
5787,C,O=C(OC1=C(C)[C@]2(C)C(C(=O)C1)CC(=O)C(C(O)(C)C)C2)C(=CC)C,5,1,3.1150999,80.669998,348.439,0.64999998,25,2,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.15384616,3
5788,C,O(O)C(C)(C)C1C(=O)CC2C(=O)CC(OC(=O)C(=CC)C)=C(C)[C@@]2(C)C1,6,1,3.6124001,89.900002,364.43799,0.64999998,26,2,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.18518518,3
5789,C,O=C(OC1=C(C)[C@]2(C)C(C(=O)C1)CC(=O)C(C(C)C)C2)C(=CC)C,4,0,4.0001998,60.439999,332.44,0.64999998,24,2,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.16,3
5790,C,O=C(OC1=C2[C@@](C)([C@@](C)[C@@](OC(=O)C(=CC)C)C1)CC(=C(C)C)C(=O)C2)C(=CC)C,5,0,5.3733001,69.669998,414.54199,0.56,30,2,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.19354838,3
5791,C,O=C1C(C)[C@]2(C)C(C(=O)C1)CC(=O)C(C(O)(C)C)C2,4,1,1.5369,71.440002,266.33701,0.80000001,19,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.050000001,4
5792,C,O=C1[C@](C)[C@]2(C)C(C(=O)C1)CC(=O)C(C(C)C)C2,3,0,2.4219999,51.209999,250.338,0.80000001,18,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.052631579,4
5793,C,O=C(O[C@]1[C@]2(C)[C@@](C)CC[C@](O)C2C(=O)c2occ(C)c12)C(C)C,5,1,3.4379201,76.739998,334.41199,0.68421054,24,3,5,2,2,0,0,1,1,0,5,0,0,0,0,0,0,5,0,0.11538462,5
5794,C,O=C(O[C@]1[C@]2(C)[C@@](C)CC[C@](O)C2C(=O)c2occ(C)c12)C(CC)C,5,1,3.8280201,76.739998,348.439,0.69999999,25,3,5,3,2,0,0,1,1,0,5,0,0,0,0,0,0,5,0,0.14814815,6
5795,C,O=C(O[C@]1[C@]2(C)[C@@](C)CC[C@](OC(=O)C)C2C(=O)c2occ(C)c12)C(CC)C,6,0,4.3988199,82.809998,390.47601,0.68181819,28,3,6,4,2,0,0,1,1,0,5,0,0,0,0,0,0,6,0,0.2,6
5796,C,O=C(O[C@]1[C@]2(C)[C@@](C)CC[C@](O)C2C(=O)c2occ(C)c12)CC(C)C,5,1,3.8280201,76.739998,348.439,0.69999999,25,3,5,3,2,0,0,1,1,0,5,0,0,0,0,0,0,5,0,0.14814815,5
5797,C,O=C(O[C@]1[C@]2(C)[C@@](C)CC[C@](OC(=O)C)[C@]2C(=O)c2occ(C)c12)CC(C)C,6,0,4.3988199,82.809998,390.47601,0.68181819,28,3,6,4,2,0,0,1,1,0,5,0,0,0,0,0,0,6,0,0.2,5
5799,M,O=C(OC1=C2[C@@](C)(C(C(=O)O)CC1)CC(=C(C=O)C)C(=O)C2)CC=CC=C(CC(CC)C)C,5,1,5.4917002,97.739998,456.57901,0.55555558,33,2,6,9,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.29411766,3
5801,C,S(=O)(C=CC(=O)O[C@]1[C@](C)[C@]2(C)C(=CC(=O)C(=C(C)C)C2)CC1)C,4,0,3.4621999,66.43,350.48001,0.57894737,24,2,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.16,3
5803,C,S(C=CC(=O)O[C@]1[C@](C)[C@]2(C)C(=CC1)CC(=O)C(C(O)(C)C)=C2)C,5,1,3.4175,63.599998,350.48001,0.57894737,24,2,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.2,3
5804,C,S(=O)(C=CC(=O)O[C@]1[C@](C)[C@]2(C)C(=C[C@@](O)[C@](C(=C)C)C2)CC1)C,4,1,3.1099,69.589996,352.496,0.63157892,24,2,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.2,5
5806,C,O=C1[C@@]2(O)[C@](C)([C@@](O)C[C@](O)C2)[C@@]2[C@]([C@]3[C@@](C)([C@@]([C@@](C=CC(C(C)C)=C)C)CC3)CC2)C1,4,3,4.6753998,77.760002,444.65601,0.8214286,32,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.11428571,10
5807,C,O=C1C2[C@](C)([C@@](O)C[C@](O)C2)[C@@]2[C@]([C@]3[C@@](C)([C@@]([C@@](C=CC(C(C)C)=C)C)CC3)CC2)C1,3,2,5.5605001,57.529999,428.65701,0.8214286,31,4,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.11764706,10
5808,C,O[C@@]1[C@@]2(C)[C@]3(O[C@]3C[C@@]3[C@@]2CC[C@]2(C)[C@@]([C@@](CCC(C(C)C)=C)C)CC[C@@]32)C[C@@](O)C1,3,2,5.7368002,52.990002,430.673,0.9285714,31,5,3,5,4,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0.14285715,11
5809,C,O=C1[C@@]2(O)[C@](C)([C@@](O)C[C@](O)C2)[C@@]2[C@]([C@]3[C@@](C)([C@@]([C@@](CCC(C(C)C)=C)C)CC3)CC2)C1,4,3,4.8994002,77.760002,446.672,0.89285713,32,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.14285715,10
5810,P,O(C[C@@]1[C@@](O)[C@](O)[C@@](O)[C@](O[C@@]2C[C@@]3[C@@](C)([C@@]4[C@]([C@]5[C@@](C)([C@]6[C@](C)[C@@]7(O[C@]6C5)OC[C@](C)CC7)CC4)CC3)CC2)O1)[C@]1[C@](O)[C@@](O)[C@](O)[C@@](CO)O1,13,7,1.4421999,196.99001,740.92798,1,52,8,13,6,4,4,0,0,0,0,0,0,0,0,0,0,0,13,0,0.10169491,22
5811,P,O(C[C@@]1[C@@](O[C@@]2[C@](O)[C@](O)[C@@](O)[C@](C)O2)[C@](O)[C@@](O[C@]2[C@](O)[C@@](O)[C@](O)[C@@](CO)O2)[C@](O[C@@]2C[C@@]3[C@@](C)([C@@]4[C@]([C@]5[C@@](C)([C@]6[C@](C)[C@@]7(O[C@]6C5)OC[C@](C)CC7)CC4)CC3)CC2)O1)[C@]1[C@](O)[C@@](O)[C@](O)[C@@](CO)O1,22,12,-1.8818001,335.06,1049.2111,1,73,10,22,11,4,6,0,0,0,0,0,0,0,0,0,0,0,22,0,0.13414635,32
5812,C,O=C1OC=C([C@@]2[C@]3(C)[C@@]4(O[C@@]4C2)[C@]2[C@@]([C@]4(C)[C@@](C[C@@](O)CC4)CC2)[C@@](O)C3)C=C1,5,2,3.2291,83.199997,400.51501,0.79166669,29,6,5,1,4,1,0,1,1,0,0,0,0,0,0,0,0,5,0,0.029411765,10
5813,C,O=C1OC=C([C@@]2[C@@]3(C)[C@](O)C[C@@]4[C@]5(C)[C@@](C[C@](O)CC5)CC[C@]4[C@@]43O[C@@]4C2)C=C1,5,2,3.2291,83.199997,400.51501,0.79166669,29,6,5,1,4,1,0,1,1,0,0,0,0,0,0,0,0,5,0,0.029411765,10
5814,C,O=C1OC=C([C@@]2[C@]3(C)[C@@]4(O[C@@]4C2)[C@]2[C@@]([C@@]4(C)[C@](O)C[C@](O)C[C@]4CC2)[C@@](O)C3)C=C1,6,3,2.1998999,103.43,416.51401,0.79166669,30,6,6,1,4,1,0,1,1,0,0,0,0,0,0,0,0,6,0,0.028571429,11
5815,M,O=C1OC=C([C@@]2[C@@]3(C)[C@](O)C[C@@]4[C@@]5(C)[C@](O)C[C@](O)C[C@]5CC[C@]4[C@@]43O[C@@]4C2)C=C1,6,3,2.1998999,103.43,416.51401,0.79166669,30,6,6,1,4,1,0,1,1,0,0,0,0,0,0,0,0,6,0,0.028571429,11
5816,D,O=C1OC=C([C@@]2[C@@]3(C)[C@](O[C@]4[C@](O)[C@@](O)[C@](O)[C@@](CO)O4)C[C@@]4[C@]5(C)[C@@](C[C@@](O)CC5)CC[C@]4[C@@]43O[C@@]4C2)C=C1,10,5,1.0533,162.35001,562.65601,0.83333331,40,7,10,4,4,2,0,1,1,0,0,0,0,0,0,0,0,10,0,0.086956523,15
5817,C,O[C@@]1C[C@]2[C@@](C)([C@@]3C([C@]4[C@@](C)([C@@]([C@@](C=C[C@@](C(C)C)CC)C)CC4)CC3)=CC2)CC1,1,1,7.8007998,20.23,412.702,0.86206895,30,4,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.15151516,9
5818,C,O=C1C[C@]2[C@@](C)([C@@]3C([C@]4[C@@](C)([C@@]([C@@](C=C[C@@](C(C)C)CC)C)CC4)CC3)=CC2)CC1,1,0,8.0089998,17.07,410.686,0.82758623,30,4,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.15151516,8
5819,M,O([C@]1[C@](O)[C@@](O)[C@](O)CO1)[C@@]1CC2[C@@](C)(C3C(C4[C@@](C)(C([C@@](/C=C/[C@@](C(C)C)CC)C)CC4)CC3)=CC2)CC1,5,3,6.2641001,79.150002,544.81702,0.88235295,39,5,5,7,4,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0.1627907,13
5820,M,O([C@]1[C@](O)[C@@](O)[C@](O)[C@@](CO)O1)[C@@]1C[C@]2[C@@](C)([C@@]3C([C@]4[C@@](C)([C@@]([C@@](C=C[C@@](C(C)C)CC)C)CC4)CC3)=CC2)CC1,6,4,5.625,99.379997,574.84302,0.88571429,41,5,6,8,4,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0.17777778,14
5821,C,O=C(O[C@@]1C[C@]23[C@@](C)(C4[C@](OO2)(C=C3)[C@]2[C@@](C)([C@@]([C@@](C=C[C@@](C(C)C)C)C)CC2)CC4)CC1)CCCCCCCCCCCCCCCCC,4,0,13.286,44.759998,695.12598,0.89130437,50,6,4,21,4,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0.4074074,10
5822,C,O=C(O[C@@]1C(C)(C)[C@]2[C@@](C)([C@@]3[C@](C)([C@@]4(C)[C@]5(OC(=O)[C@]6([C@]5[C@@](C)[C@](C)CC6)CC4)C=C3)CC2)CC1)C=Cc1cc(OC)c(O)cc1,6,1,8.5186996,82.059998,630.86603,0.69999999,46,7,6,4,5,1,1,0,1,0,6,0,0,0,0,0,0,6,0,0.096153848,11
5823,C,O=C(O[C@@]1C(C)(C)[C@]2[C@@](C)([C@@]3[C@](C)([C@@]4(C)[C@]5(OC(=O)[C@]6([C@]5[C@@](C)[C@](C)CC6)CC4)C=C3)CC2)CC1)C=Cc1ccc(O)cc1,5,1,8.5101004,72.830002,600.84003,0.69230771,44,7,5,3,5,1,1,0,1,0,6,0,0,0,0,0,0,5,0,0.079999998,11
5824,C,O=C1O[C@@]23[C@](C)([C@@]4(C)[C@@]([C@]5(C)[C@](C(C)(C)[C@@](O)CC5)CC4)C=C2)CC[C@]21[C@]3[C@@](C)[C@](C)CC2,3,1,6.5402002,46.529999,454.69501,0.89999998,33,6,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11
5825,P,O=C(O)[C@@]12C([C@@](C)[C@](C)CC1)C=1C([C@@]3(C)C([C@]4(C)C(C(C)(C)[C@@](O[C@]5[C@](O)[C@@](O)[C@](O[C@]6[C@](O)[C@@](O)[C@](O)[C@@](C)O6)[C@@](C)O5)CC4)CC3)CC=1)CC2,10,6,4.4029999,175.37,734.96802,0.92682928,52,7,11,5,5,2,0,0,0,0,0,0,0,0,0,0,0,11,0,0.086206898,20
5826,P,O=C(O[C@]1[C@](O[C@]2[C@](O)[C@@](O)[C@](O)[C@@](CO)O2)[C@@](O)[C@](O)[C@@](CO)O1)[C@@]12[C@@]([C@@](C)[C@](C)CC1)C=1[C@](C(=O)O)([C@@]3(C)[C@@]([C@]4(C)[C@](C(C)(C)[C@@](O)CC4)CC3)CC=1)CC2,14,9,1.2369,253.13,810.97498,0.90476191,57,7,15,7,5,2,0,0,0,0,0,0,0,0,0,0,0,15,0,0.12698413,20
5827,P,O=C(O[C@]1[C@](O[C@]2[C@](O)[C@@](O)[C@](O)[C@@](CO)O2)[C@@](O)[C@](O)[C@@](CO)O1)[C@]12[C@@]3(C)[C@@]([C@]4(C)[C@](C(C)(C)[C@@](O)CC4)CC3)CC=C1[C@]1[C@@](C(=O)O)(CC2)CC[C@@](C)[C@@]1C,14,9,1.2369,253.13,810.97498,0.90476191,57,7,15,7,5,2,0,0,0,0,0,0,0,0,0,0,0,15,0,0.12698413,20
5828,P,O=C(O)[C@@]12[C@@]([C@](O)C(C)(C)CC1)C=1[C@](C)([C@@]3(C)[C@@]([C@]4(C)[C@]([C@@](C=O)(C)[C@@](O[C@]5[C@](O)[C@@](O)[C@](O)C(C(=O)O)O5)CC4)CC3)CC=1)CC2,9,6,3.2999001,191.05,662.81702,0.8611111,47,6,11,5,5,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0.096153848,15
5829,P,O=C(O)[C@@]12[C@@]([C@](O)C(C)(C)CC1)C=1[C@](C)([C@@]3(C)[C@@]([C@]4(C)[C@]([C@@](CO)(C)[C@@](O[C@]5[C@](O)[C@@](O)[C@](O)C(C(=O)O)O5)CC4)CC3)CC=1)CC2,9,7,3.0933001,194.21001,664.83301,0.8888889,47,6,11,5,5,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0.096153848,15
5830,P,S(=O)(=O)(O[C@@]1[C@](CO)(C)[C@]2[C@@](C)([C@@]3[C@](C)([C@@]4(C)C([C@@]5[C@@](O)(C)[C@](C)CC[C@]5(C(=O)O[C@]5[C@](O)[C@@](O)[C@](O)[C@@](CO)O5)CC4)=CC3)CC2)CC1)N,12,7,1.6631,226.3,729.92999,0.91666669,50,6,14,6,5,1,0,0,0,0,0,0,0,0,0,0,1,12,0,0.12727273,16
5831,P,O=C(O[C@]1[C@](O)[C@@](O)[C@](O)[C@@](CO)O1)[C@@]12[C@@]([C@@](O)(C)[C@](C)CC1)C=1[C@](C)([C@@]3(C)[C@@]([C@]4(C)[C@]([C@@](CO)(C)[C@@](O)CC4)CC3)CC=1)CC2,10,7,2.4353001,177.14,650.84998,0.91666669,46,6,10,4,5,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0.098039217,16
5833,P,O=C(O[C@]1[C@](O)[C@@](O)[C@](O)[C@@](CO)O1)[C@@]12[C@@]([C@@](O)(C)[C@](C)CC1)C=1[C@](C)([C@@]3(C)[C@@]([C@]4(C)[C@]([C@](CO)(C)[C@@](O[C@]5[C@](O)[C@@](O)[C@](O)[C@@](CO)O5)CC4)CC3)CC=1)CC2,15,10,0.2595,256.29001,812.99103,0.9285714,57,7,15,7,5,2,0,0,0,0,0,0,0,0,0,0,0,15,0,0.12698413,21
5835,P,O=C(O[C@]1[C@](O)[C@@](O)[C@](O)[C@@](CO)O1)[C@@]12[C@@]([C@@](O)(C)[C@](C)CC1)C=1[C@](C)([C@@]3(C)[C@@]([C@]4(C)[C@]([C@@](CO[C@]5[C@](O)[C@@](O)[C@](O)[C@@](CO)O5)(C)[C@@](O)CC4)CC3)CC=1)CC2,15,10,0.2595,256.29001,812.99103,0.9285714,57,7,15,7,5,2,0,0,0,0,0,0,0,0,0,0,0,15,0,0.12698413,21
5836,P,O=C(O[C@]1[C@](O)[C@@](O)[C@](O)[C@@](CO)O1)[C@@]12[C@@]([C@@](O)(C)[C@](C)CC1)C=1[C@](C)([C@@]3(C)[C@@]([C@]4(C)[C@]([C@@](CO)(C)[C@@](O[C@]5[C@](O)[C@@](O)[C@](O)C(C(=O)O)O5)CC4)CC3)CC=1)CC2,15,10,0.35179999,273.35999,826.974,0.90476191,58,7,16,7,5,2,0,0,0,0,0,0,0,0,0,0,0,16,0,0.125,21
5839,P,O=C(O[C@]1[C@](O)[C@@](O)[C@](O)[C@@](CO)O1)[C@@]12[C@@]([C@@](O)(C)[C@](C)CC1)C=1[C@](C)([C@@]3(C)[C@@]([C@]4(C)[C@](C(C)(C)[C@@](O)[C@](O)C4)CC3)CC=1)CC2,10,7,2.4337001,177.14,650.84998,0.91666669,46,6,10,3,5,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0.078431375,16
5840,P,O=C(O[C@]1[C@](O)[C@@](O)[C@](O)[C@@](CO)O1)[C@@]12[C@@]([C@@](O)(C)[C@](C)CC1)C=1[C@](C)([C@@]3(C)[C@@]([C@]4(C)[C@]([C@@](CO)(C)[C@@](O)[C@](O)C4)CC3)CC=1)CC2,11,8,1.4061,197.37,666.849,0.91666669,47,6,11,4,5,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0.096153848,17
